,X,P,Termination,Time,Objective,Steam,Bypass Fraction,CH4 Feed
0,0.9,1447379,optimal,43.19052055000793,0.40536399675054297,336.68852224174697,0.36992111592773846,1249.999234342869
1,0.9,1517379,optimal,36.806260855984874,0.40678435901433757,339.38724677560714,0.36698010226922134,1249.9992343218023
2,0.9,1587379,optimal,36.729986908030696,0.40811611723445207,341.9317684030999,0.36421057785952443,1249.9992342815046
3,0.9,1657379,optimal,35.96194834203925,0.40936893587436163,344.33823252242047,0.36159455652213535,1249.9992342242401
4,0.9,1727379,optimal,36.225693315966055,0.41055105606087033,346.620496607127,0.359116616335489,1249.9992341519182
5,0.9,1797379,optimal,39.06645188701805,0.41166955410048883,348.7905303720722,0.35676344706142077,1249.9992340661624
6,0.9,1867379,optimal,64.42575080296956,0.41273054526308545,350.8587347751517,0.3545234906218291,1249.9992339683618
7,0.9,1937379,optimal,37.0108958450146,0.4137393456380857,352.83419754168943,0.3523866537755357,1249.999233859714
8,0.91,1447379,optimal,38.75553431594744,0.40342266553247635,330.6865188300075,0.3800504953004329,1249.9992366287506
9,0.91,1517379,optimal,37.6254589749733,0.40488760592090184,333.4569598004149,0.37706929331978073,1249.9992365595788
10,0.91,1587379,optimal,38.272657777997665,0.40626104801745944,336.0693706954433,0.3742618124234157,1249.9992364744398
11,0.91,1657379,optimal,36.23902861797251,0.40755296387203366,338.5402385807811,0.37160987067073503,1249.999236375245
12,0.91,1727379,optimal,38.16523078107275,0.4087718591071048,340.8837241344217,0.3690978710218719,1249.999236263602
13,0.91,1797379,optimal,38.95719841204118,0.4099250365610114,343.1120604238521,0.36671235218490766,1249.9992361408747
14,0.91,1867379,optimal,37.06097958702594,0.4110188085181198,345.2358832948054,0.364441620578332,1249.9992360082285
15,0.91,1937379,optimal,48.01393843605183,0.41205866292796955,347.26448949305893,0.3622754621371172,1249.999235866666
16,0.92,1447379,optimal,39.981066390057094,0.4011278651720452,323.86800463509485,0.3906322199677081,1249.9992390735094
17,0.92,1517379,optimal,39.6972944799345,0.40264042838326525,326.7114151168629,0.3876101751982599,1249.9992389557037
18,0.92,1587379,optimal,35.91577908094041,0.4040584092058365,329.39295667395896,0.38476408797296796,1249.999238825214
19,0.92,1657379,optimal,37.10730308899656,0.40539210620378924,331.9294516059451,0.38207558463569186,1249.9992386835986
20,0.92,1727379,optimal,40.619511661934666,0.4066503055808055,334.33535832086545,0.3795288968070024,1249.999238532165
21,0.92,1797379,optimal,33.805615219986066,0.4078405508285697,336.623169593204,0.37711041457476135,1249.9992383720178
22,0.92,1867379,optimal,36.20153142802883,0.4089693655385248,338.80375899996403,0.374808305799012,1249.9992382040978
23,0.92,1937379,optimal,60.900734285009094,0.4100424190699841,340.8866268615553,0.37261224017317235,1249.9992380292108
24,0.93,1447379,optimal,164.48284463596065,0.3983880343292798,316.03167625774995,0.40180965816279723,1249.999241714318
25,0.93,1517379,optimal,37.86996783292852,0.39995215217125996,318.94962168935444,0.3987456685557262,1249.9992415471604
26,0.93,1587379,optimal,41.633054393925704,0.4014183573850336,321.70184067115423,0.39585990020550976,1249.9992413706286
27,0.93,1657379,optimal,40.63290687603876,0.40279730132094643,324.30548801620006,0.39313378625389656,1249.9992411859312
28,0.93,1727379,optimal,39.483193968073465,0.4040980706269743,326.775310693817,0.39055139212546947,1249.9992409940749
29,0.93,1797379,optimal,40.58382853702642,0.4053284699468325,329.12406309260007,0.3880989552318615,1249.9992407959041
30,0.93,1867379,optimal,38.64018843008671,0.40649524822381083,331.36284805797203,0.38576451066748785,1249.9992405921341
31,0.93,1937379,optimal,52.69397455395665,0.40760427373516867,333.5013771341311,0.38353760363234923,1249.9992403833744
32,0.9400000000000001,1447379,optimal,59.346509157912806,0.3950683307194684,306.886223372361,0.41379116526101767,1249.9992446042277
33,0.9400000000000001,1517379,optimal,44.823773086071014,0.39668923423870855,309.880700819971,0.41068350332736375,1249.9992443867338
34,0.9400000000000001,1587379,optimal,88.48679748503491,0.3982085689006715,312.7055737357481,0.40775637878914733,1249.9992441632169
35,0.9400000000000001,1657379,optimal,84.8979470860213,0.39963737096540175,315.3783185093454,0.4049910342155894,1249.9992439345353
36,0.9400000000000001,1727379,optimal,41.67506657494232,0.4009850568436502,317.9139669162773,0.4023713664688796,1249.9992437013943
37,0.9400000000000001,1797379,optimal,37.76867152308114,0.40225971753338097,320.3255319743702,0.3998834584521512,1249.999243464379
38,0.9400000000000001,1867379,optimal,39.117369376006536,0.40346834937264486,322.62434416862067,0.3975152102437361,1249.999243223976
39,0.9400000000000001,1937379,optimal,55.42292019596789,0.4046170365090171,324.8203188063566,0.3952560462152541,1249.9992429805982
40,0.9500000000000001,1447379,AMPL Error,999.0,999.0,999.0,999.0,999.0
41,0.9500000000000001,1517379,optimal,101.13674503797665,0.39264341848395035,299.05976505243194,0.42374330412140004,1249.999247553858
42,0.9500000000000001,1587379,optimal,90.38989132002462,0.3942226756637361,301.95987646025503,0.4207722681361347,1249.9992472820502
43,0.9500000000000001,1657379,optimal,66.5564687269507,0.39570772520555764,304.70427168483695,0.4179652243918536,1249.9992470081334
44,0.9500000000000001,1727379,optimal,62.57675229094457,0.3971083523978887,307.30825837167606,0.41530589930332545,1249.9992467325128
45,0.9500000000000001,1797379,optimal,47.97987595596351,0.398432967581088,309.7850989732002,0.41278022142862675,1249.9992464555114
46,0.9500000000000001,1867379,optimal,44.2614527780097,0.3996888441134522,312.1463469496185,0.4103759533673477,1249.9992461773895
