,T,P,Termination,Time,Objective,Steam,Bypass Frac,TinCH4,FinCH4
38,316.72142857142853,1875950.4285714286,optimal,1.0770841999910772,0.3676243289800128,248.3879378181508,0.44393701859005186,787.5488453784207,646.1218825791237
39,316.72142857142853,1947379.0,optimal,2.264324700110592,0.3693224960823818,251.144770148136,0.4408596645243161,784.6480503253395,649.6976390469866
40,323.8642857142857,1447379.0,optimal,1.68816679995507,0.3488500125881181,208.06278067915542,0.4769717054070112,808.2257657762742,607.7369608163681
41,323.8642857142857,1518807.5714285714,optimal,1.3368754999246448,0.35161650935281175,213.93394879274015,0.47217304504217744,804.2126371966809,613.3128030724422
42,323.8642857142857,1590236.142857143,optimal,1.3055227999575436,0.3541704989701957,219.37798430177617,0.4677234912140091,800.3863908997102,618.482998162221
43,323.8642857142857,1661664.7142857143,optimal,1.1926855000201613,0.3565385028670245,224.44696721847447,0.46358047755419657,796.7311498703001,623.2970064219354
44,323.8642857142857,1733093.2857142857,optimal,1.2289234000490978,0.3587426662605928,229.1844920932262,0.4597083730802249,793.232883004418,627.7962295601527
45,323.8642857142857,1804521.8571428573,optimal,1.2405946999788284,0.3608016364011696,233.62736028317133,0.45607709906047433,789.8791490359919,632.0156178025651
46,323.8642857142857,1875950.4285714286,optimal,1.0789518000092357,0.3627312364351859,237.80687915944242,0.4526610671388053,786.6588782639756,635.9849037467268
47,323.8642857142857,1947379.0,optimal,1.1957400999963284,0.3645449883564573,241.74987121665058,0.4494383545631521,783.5621872395192,639.7295607118654
48,331.00714285714287,1447379.0,infeasible,6.303942000027746,0.34671363510731035,262.6570897807162,0.48240914345743774,794.7421659492809,601.206081
49,331.00714285714287,1518807.5714285714,optimal,1.1063829999184236,0.346109586796219,202.27221483345187,0.48170448424654855,803.338552328569,602.2376701319231
50,331.00714285714287,1590236.142857143,optimal,1.100946499966085,0.3487697404247206,207.8928091333131,0.47711062459720566,799.5178711876505,607.5755425387707
51,331.00714285714287,1661664.7142857143,optimal,1.2243295999942347,0.3512353237264981,213.12340880610623,0.4728355176719159,795.8668254772394,612.5430376376019
52,331.00714285714287,1733093.2857142857,optimal,1.3623637000564486,0.35352950914650544,218.00944720094887,0.4688420295995999,792.3716857555725,617.1833034305154
53,331.00714285714287,1804521.8571428573,optimal,1.0813620999688283,0.35567181387007435,222.58927292457773,0.4650988170526354,789.0202388577329,621.5327595507664
54,331.00714285714287,1875950.4285714286,optimal,1.1733166000340134,0.3576788020734251,226.8955039805042,0.461579220472637,785.8015895493901,625.6223832880299
55,331.00714285714287,1947379.0,optimal,1.1080564999720082,0.3595646305411126,230.9560801073749,0.4582604039670213,782.7059892142329,629.4787089925495
56,338.15,1447379.0,infeasible,6.447519900044426,0.3481384704158291,343.26163587776267,0.48189519443617573,775.5440720325565,601.206081
57,338.15,1518807.5714285714,infeasible,16.34848070004955,0.34774080602706664,323.88317656975835,0.4823205042352373,777.5880205133703,601.206081
58,338.15,1590236.142857143,infeasible,10.015146199963056,0.34658635048560804,253.92644108786783,0.4823130763277424,787.2539592589709,601.206081
59,338.15,1661664.7142857143,optimal,1.2288361000828445,0.3457637156120123,201.54310672071233,0.482300400349766,795.0104792863299,601.5452405918485
60,338.15,1733093.2857142857,optimal,1.3500264000613242,0.34815113065706477,206.58368396248653,0.478180603902261,791.5202436216855,606.3322714237793
61,338.15,1804521.8571428573,optimal,1.2982851999113336,0.35037981768575854,211.30613686843785,0.4743208187277705,788.1725939586745,610.8171800522395
62,338.15,1875950.4285714286,optimal,2.1735581000102684,0.3524670887918746,215.74442278149172,0.47069329059577225,784.9568580792239,615.0322157300552
63,338.15,1947379.0,optimal,1.1265795000363141,0.3544277436777421,219.92762587461542,0.46727424824569913,781.8634604017388,619.0049996658703
