,X,P,Termination,Time,Objective,Steam,Bypass Fraction,CH4 Feed
0,0.9,1447379,optimal,1.5744648750405759,0.4053641594454006,336.6799060522006,0.3699212148351674,1249.9999346818593
1,0.9,1517379,maxIterations,6.74303182202857,0.02322163110133927,8549.702705220501,0.617290264350257,1160.6181560047507
2,0.9,1587379,optimal,1.7522266600281,0.4081162806505106,341.9230447702976,0.3642106920677076,1249.9999346757445
3,0.9,1657379,maxIterations,5.836098072002642,0.0035890700792933217,8097.240990859603,0.9099368248645353,1156.7646044129626
4,0.9,1727379,optimal,3.3109417950036004,0.41055121947943574,346.61167331169884,0.35911674620379913,1249.999934662804
5,0.9,1797379,maxIterations,6.133244712953456,0.40366448377761055,8038.291267266978,0.561956395508661,1120.001950396004
6,0.9,1867379,optimal,2.8883281830931082,0.4127307086811063,350.84982015635666,0.35452363492714134,1249.9999346444636
7,0.9,1937379,optimal,3.179400927037932,0.4137395090599306,352.82524003172585,0.35238680488714613,1249.9999346336058
8,0.91,1447379,optimal,1.3189992870902643,0.4034228283972611,330.67797206233644,0.3800505951840978,1249.9999349104494
9,0.91,1517379,maxIterations,6.499632766935974,0.11797259479950394,10901.598855636395,0.512493111073852,1185.882939678912
10,0.91,1587379,maxIterations,5.777564349933527,0.0003015999571889495,4696.481288457471,0.713549387905892,1120.0054748755456
11,0.91,1657379,maxIterations,9.152977793011814,0.10833282473963209,11135.509661560238,0.6356302160151506,1191.0774378726885
12,0.91,1727379,maxIterations,8.387514567002654,0.33330075217611543,640.0858330438305,0.4975995268774843,1222.9361131489538
13,0.91,1797379,maxIterations,5.976518246927299,0.09332788151491507,10648.749600310968,1.0006703453632217,1228.4305936854382
14,0.91,1867379,optimal,1.4161062230123207,0.4110189719410561,345.22704579344486,0.364441766722485,1249.9999348484534
15,0.91,1937379,maxIterations,6.238712482037954,0.08679909279827966,11677.57515024724,0.6890210847101644,1249.2358740675593
16,0.92,1447379,maxIterations,9.399989710072987,0.4351815389151485,309.8012781386911,0.27437863049936867,1235.3793593325993
17,0.92,1517379,maxIterations,9.010607353062369,0.45865988732330704,2243.8247375219685,0.027353467624789303,1245.7440631648628
18,0.92,1587379,optimal,1.4528663759119809,0.4040585722343411,329.3843741430107,0.3847642058070092,1249.9999351301178
19,0.92,1657379,maxIterations,9.694724370958284,0.34469571794948967,305.1747667502299,0.490160233811292,1233.4133688282022
20,0.92,1727379,maxIterations,6.362277131062001,0.5212216391371052,6147.373986692481,0.43845949925679134,1225.7546613938812
21,0.92,1797379,maxIterations,6.163329206989147,0.0069751912125102745,7736.994456205267,0.3583944010895704,1245.4546476666835
22,0.92,1867379,maxIterations,6.078533943044022,0.2850145141751946,160.25757847220612,0.9611604618519234,1120.1214624074223
23,0.92,1937379,maxIterations,6.371996688074432,0.002022781863612462,7988.81331040561,0.3137451457605842,1121.3438898364698
24,0.93,1447379,optimal,1.7394464690005407,0.398388197748435,316.023259868065,0.40180975794744045,1249.999935419002
25,0.93,1517379,optimal,3.329546998022124,0.3999523155919304,318.9411549015136,0.39874577734887834,1249.9999354022984
26,0.93,1587379,optimal,1.4838948809774593,0.4014185208071234,321.6933256591037,0.39586001758924627,1249.9999353846565
27,0.93,1657379,optimal,1.2764820270240307,0.4027974647443687,324.29692680517854,0.3931339118484523,1249.9999353661972
28,0.93,1727379,maxIterations,7.034682143013924,0.001986012757834966,47843.1841040285,0.9671212501063727,1120.01620320955
