,T,P,Termination,Time,Objective
83,332.59444444444443,1614045.6666666667,optimal,12.489167800056748,0.3370949811527941
84,332.59444444444443,1669601.2222222222,optimal,4.071574000059627,0.33862745480965073
85,332.59444444444443,1725156.7777777778,optimal,4.5757198999635875,0.3400897355909116
86,332.59444444444443,1780712.3333333333,optimal,4.966694200062193,0.3414873488729686
87,332.59444444444443,1836267.888888889,optimal,6.174039099947549,0.34282522157520245
88,332.59444444444443,1891823.4444444445,optimal,3.964594900025986,0.3441077760820081
89,332.59444444444443,1947379.0,maxIterations,50.36937349999789,N/A
90,338.15,1447379.0,optimal,6.227896200027317,0.3286860173298869
91,338.15,1502934.5555555555,optimal,5.526024500024505,0.3305488947737861
92,338.15,1558490.111111111,optimal,5.197040400002152,0.33226800678562096
93,338.15,1614045.6666666667,optimal,5.707827500067651,0.3339017028395456
94,338.15,1669601.2222222222,optimal,5.272425499977544,0.33545771794005247
95,338.15,1725156.7777777778,optimal,5.981958599993959,0.33694236013072304
96,338.15,1780712.3333333333,optimal,5.774688899982721,0.338361243310106
97,338.15,1836267.888888889,optimal,5.304183700005524,0.33971938360141535
98,338.15,1891823.4444444445,infeasible,42.31764140003361,N/A
99,338.15,1947379.0,optimal,65.17703539994545,0.045265289585172105
