,T,P,Termination,Time,Objective,Steam,Bypass Frac
0,288.15,1447379.0,optimal,2.0095582999056205,0.37950368137618057,244.10140517477922,0.42282375312839415
1,288.15,1518807.5714285714,optimal,1.741329099982977,0.3812255990349252,247.00261996554033,0.41960652844374813
2,288.15,1590236.142857143,maxIterations,44.22546310001053,0.3503561863898275,803.2524214349795,0.46805097264609197
3,288.15,1661664.7142857143,maxIterations,48.53671979997307,0.39465677686467476,562.5859304915101,0.305383541011592
4,288.15,1733093.2857142857,optimal,6.3681613999651745,0.3857799626850088,254.7779944688801,0.4110164136706503
5,288.15,1804521.8571428573,maxIterations,39.401007600012235,1.4975098780678667e-06,5.631373832058775e-10,0.9999999999999973
6,288.15,1875950.4285714286,optimal,2.361879000090994,0.38840713754789463,259.33221765461246,0.40600704342936156
7,288.15,1947379.0,optimal,1.8907570000737906,0.3896211169035546,261.45430147665917,0.40367868234613136
8,295.29285714285714,1447379.0,optimal,3.302321899915114,0.37582260952431285,237.13558878959492,0.4296588121027689
9,295.29285714285714,1518807.5714285714,optimal,2.118257399997674,0.37758185618049944,240.05118087476012,0.4264085049526289
10,295.29285714285714,1590236.142857143,maxIterations,49.01296210009605,0.024242627773877812,38695.81582896898,0.17070220219813972
11,295.29285714285714,1661664.7142857143,maxIterations,35.726212900015526,0.3026505367580226,19510.368783251204,0.9977290125657056
12,295.29285714285714,1733093.2857142857,infeasible,45.95233130000997,0.07146842266571915,36119.61619224407,3.790352564278446e-12
13,295.29285714285714,1804521.8571428573,infeasible,36.03100129996892,0.1810159366221136,3677.7805343410923,1.5959368094412078e-14
14,295.29285714285714,1875950.4285714286,optimal,1.7833627000218257,0.38491268402318857,252.43530117828965,0.4126789609121436
15,295.29285714285714,1947379.0,optimal,1.8574189000064507,0.38615070260718437,254.565394086256,0.41033025333324574
16,302.43571428571425,1447379.0,optimal,2.0917395999422297,0.3720794905247564,230.1732615440038,0.4365289869324391
17,302.43571428571425,1518807.5714285714,optimal,1.956819299957715,0.3738773235826396,233.10274089439665,0.4332447081948454
18,302.43571428571425,1590236.142857143,maxIterations,31.176195099949837,0.005077674311703042,4095.75158670528,1.0000012860717769
19,302.43571428571425,1661664.7142857143,maxIterations,43.903852099902,0.19873508458236888,259.8298648032244,0.46546861092175246
20,302.43571428571425,1733093.2857142857,maxIterations,31.80472319992259,0.226432830166839,2088.0389128454226,0.559538844810983
21,302.43571428571425,1804521.8571428573,maxIterations,29.321373200044036,0.08579375582505407,10856.727197459457,0.03858710088362868
22,302.43571428571425,1875950.4285714286,optimal,1.7771582000423223,0.38136295240353724,245.54093517265727,0.4193804864208519
23,302.43571428571425,1947379.0,optimal,3.0547618999844417,0.38262599196551605,247.67924523041717,0.4170104810646858
24,309.5785714285714,1447379.0,optimal,2.6072631999850273,0.368270781848915,223.21295414288673,0.44343841618748403
25,309.5785714285714,1518807.5714285714,maxIterations,58.69687019998673,0.16770183071872932,1084.1691934149017,0.6439126978060387
26,309.5785714285714,1590236.142857143,maxIterations,38.79251920001116,0.01101297444086333,5963.901451008105,1.0002178743930192
27,309.5785714285714,1661664.7142857143,optimal,2.5699611000018194,0.37344155036607557,231.55050446344598,0.43405372993302904
28,309.5785714285714,1733093.2857142857,optimal,8.117690700106323,0.3749611450498552,234.03566842657278,0.4312685584408456
29,309.5785714285714,1804521.8571428573,optimal,2.4534383999416605,0.3763960212793004,236.39695679426464,0.4286271636010926
30,309.5785714285714,1875950.4285714286,optimal,2.576721200020984,0.37775440306901514,238.64625706796528,0.42611620193327127
31,309.5785714285714,1947379.0,optimal,1.8190631000325084,0.37904343991221506,240.79260938442434,0.42372402872220427
32,316.72142857142853,1447379.0,optimal,1.9309577000094578,0.36439308197533365,216.25343250019208,0.450390764807115
33,316.72142857142853,1518807.5714285714,optimal,2.4452408000361174,0.36627188671109856,219.20790923642315,0.44703614781064155
34,316.72142857142853,1590236.142857143,optimal,5.065999899990857,0.36802918813681,221.99261406789458,0.4438819417065279
35,316.72142857142853,1661664.7142857143,optimal,2.149543600040488,0.369678390070226,224.6251022092149,0.4409070893042223
36,316.72142857142853,1733093.2857142857,optimal,29.47446250007488,0.3712309031806738,227.12031444788758,0.43809354524076644
37,316.72142857142853,1804521.8571428573,optimal,1.968228599987924,0.3726965096279392,229.49119704692538,0.43542574200791995
38,316.72142857142853,1875950.4285714286,optimal,1.6967860999284312,0.3740836519947571,231.74882377948836,0.4328901668014911
39,316.72142857142853,1947379.0,optimal,1.7287210000213236,0.3753996530460213,233.9037022855532,0.4304750237135074
40,323.8642857142857,1447379.0,optimal,1.9619530000491068,0.36044310529685786,209.29446609803722,0.45738927885351727
41,323.8642857142857,1518807.5714285714,maxIterations,36.878865299979225,0.35580558703078385,702.5689152872997,0.35950305172074065
42,323.8642857142857,1590236.142857143,optimal,6.1041465000016615,0.36416089151385883,215.05488352351608,0.4508105921441589
43,323.8642857142857,1661664.7142857143,optimal,3.579414500040002,0.36584659937609937,217.6972800109306,0.44780449121359406
44,323.8642857142857,1733093.2857142857,infeasible,21.42864349996671,0.4147861588040504,414.7807222953623,1.2100128722881948e-12
45,323.8642857142857,1804521.8571428573,optimal,1.8308834000490606,0.36893052695993234,222.58163119658528,0.4422669075821997
46,323.8642857142857,1875950.4285714286,optimal,1.7702235999749973,0.37034743815234067,224.84758751605372,0.4397059826222968
47,323.8642857142857,1947379.0,optimal,1.642775500076823,0.3716913783259344,227.01027021153928,0.43726713111284576
48,331.00714285714287,1447379.0,optimal,1.8236171000171453,0.35641766720932155,202.33681904678576,0.46443683387232415
49,331.00714285714287,1518807.5714285714,maxIterations,29.225852399948053,0.20618173574573823,2851.2394708278894,0.666766943814952
50,331.00714285714287,1590236.142857143,optimal,4.948016499984078,0.36021964017360847,208.11559970970194,0.45778698673803353
51,331.00714285714287,1661664.7142857143,optimal,2.198618199909106,0.3619430154748923,210.76687996224175,0.45474897388298663
