,T,P,Termination,Time,Objective,Steam,Bypass Frac
52,331.00714285714287,1733093.2857142857,optimal,3.631269000004977,0.3635646790552498,213.28001866028,0.4518765640168228
53,331.00714285714287,1804521.8571428573,optimal,2.3507158999564126,0.3650949199093729,215.66770145001308,0.4491538052700797
54,331.00714285714287,1875950.4285714286,optimal,2.5929826999781653,0.36654261296538326,217.94160872346353,0.44656685035200516
55,331.00714285714287,1947379.0,optimal,1.8159495999570936,0.36791546609316206,220.111616088278,0.444103605520808
56,338.15,1447379.0,optimal,5.235503699979745,0.3523136789632647,195.38139471142796,0.4715359658784777
57,338.15,1518807.5714285714,optimal,7.322709299973212,0.35432354252665477,198.36335328112708,0.4680707430397812
58,338.15,1590236.142857143,maxIterations,31.32309580000583,0.0897032374533546,15102.527772381809,4.797271726577916e-07
59,338.15,1661664.7142857143,optimal,2.412963100010529,0.3579645663634791,203.83425480886945,0.461743231696362
60,338.15,1733093.2857142857,optimal,2.334003199939616,0.3596224711504721,206.3550698663354,0.45884043475756436
61,338.15,1804521.8571428573,optimal,1.9754585000919178,0.3611866205877903,208.75019796126531,0.4560892345962376
62,338.15,1875950.4285714286,optimal,2.0325688999146223,0.36266611597998066,211.0310693502456,0.45347561721604035
63,338.15,1947379.0,optimal,2.027812000014819,0.36406886094537744,213.20753073061837,0.4509873423520728
