,Fin_CH4,Tin_CH4,Fin_H2O,Conversion,HeatDuty,Fout,Tout,H2,CO,H2O,CO2,CH4,C2H6,C3H8,C4H10,N2,O2,Ar
60,806.9406439,860.3072234,200.5667319,0.921165595,101945996.5,3610.670067,1226.852261,0.47425895,0.216388732,0.000642953,0.00019925,0.016402881,5.57E-07,6.08E-11,6.18E-15,0.288638012,1.00E-20,0.003468664
296,745.5196138,716.8264997,313.7449002,0.997656372,107818049.9,3650.849199,1219.14072,0.472908428,0.204777778,0.025571297,0.007674306,0.000445558,3.93E-10,1.12E-15,1.00E-20,0.28519228,7.55E-19,0.003430353
681,799.9842943,610.3291682,246.1367244,0.991900062,119139827,3677.070976,1218.424703,0.485775814,0.214347541,0.007136787,0.002186703,0.001640634,6.46E-09,3.38E-12,0.002110993,0.283395502,1.00E-20,0.00340602
500,778.6535635,637.41196,310.9870495,0.995892209,119434890.4,3746.912907,1213.420189,0.484382442,0.210477707,0.017599248,0.005381381,0.000794748,1.18E-09,5.67E-15,2.54E-20,0.278021981,2.71E-19,0.003342493
204,832.2266967,821.1533825,311.5990903,0.988959259,123605071.8,3900.52188,1212.611842,0.499701572,0.217975896,0.007361144,0.00226446,0.002193147,8.65E-09,1.11E-13,1.32E-18,0.267292775,4.30E-20,0.003210997
331,879.9674138,662.4927706,309.8289814,0.988659684,135320532.8,3943.995371,1209.393563,0.501870934,0.215393022,0.007284959,0.002224022,0.002355624,9.74E-09,7.29E-12,0.003155546,0.264540161,1.00E-20,0.003175724
703,880.4073836,814.3310193,311.7666646,0.960730146,130648369.9,4001.04825,1207.342878,0.504402215,0.22062653,0.002304963,0.000721142,0.008044883,1.12E-07,5.05E-12,2.13E-16,0.260769715,1.00E-20,0.003130441
463,747.0601192,813.2232311,247.5251813,0.992991779,99434141.33,3582.859004,1202.97714,0.47651101,0.212158865,0.011996954,0.003866179,0.001360455,3.29E-09,2.60E-14,1.91E-19,0.290611098,8.46E-20,0.003495435
1060,686.3557988,831.1230782,282.8030158,0.997772344,83651165.22,3439.035611,1199.918267,0.452542856,0.19710007,0.033249627,0.010569795,0.000413915,3.14E-10,7.82E-16,1.00E-20,0.302482287,6.35E-19,0.00364145
226,853.5064622,616.9515962,237.8493711,0.910099973,121658746.3,3766.207144,1198.888672,0.482518647,0.216959733,0.000987254,0.000324921,0.018967626,6.15E-07,6.54E-11,6.48E-15,0.276915656,1.00E-20,0.003325548
16,898.6642322,681.5955154,338.9492003,0.965602158,143251301,4090.986512,1198.868531,0.509634933,0.220950965,0.003195289,0.001014037,0.00703479,8.00E-08,2.99E-12,1.04E-16,0.255108235,1.00E-20,0.003061671
772,795.2967379,882.0596795,232.2561651,0.964442073,102406108.3,3672.481627,1195.868991,0.484287314,0.217666677,0.002806475,0.000930997,0.007168967,8.58E-08,3.38E-12,1.24E-16,0.283729223,1.00E-20,0.00341026
1055,757.9657614,603.7798066,302.5525996,0.995268218,112591221.8,3674.368374,1195.437567,0.477675754,0.207594667,0.020430364,0.006561049,0.000908746,1.39E-09,7.04E-15,3.31E-20,0.283420993,1.78E-19,0.003408426
593,830.4286235,819.7335657,215.5248499,0.909052656,104136777.2,3675.416705,1193.754627,0.476356247,0.216066107,0.001034522,0.000348366,0.019130939,6.13E-07,6.47E-11,6.36E-15,0.283655579,1.00E-20,0.003407627
523,748.1796684,732.566801,207.8486838,0.980741002,99538861.65,3529.53404,1193.265898,0.475240427,0.215445389,0.005204385,0.00175398,0.003800781,2.42E-08,5.07E-13,9.89E-18,0.295006777,1.07E-20,0.003548236
416,781.39505,737.8254115,338.2880704,0.995289975,113526334.9,3781.714815,1192.975054,0.483536576,0.207405224,0.022261123,0.007104232,0.000906057,1.35E-09,6.61E-15,3.02E-20,0.27547504,1.86E-19,0.003311747
145,738.8018789,624.9159624,310.754423,0.996300919,106365702.2,3625.440204,1192.26659,0.470601384,0.203280429,0.026323885,0.008476719,0.000701797,8.27E-10,3.21E-15,1.16E-20,0.28716141,2.67E-19,0.003454375
978,856.3480186,807.2764172,343.1078951,0.986091406,128223654.3,4000.868344,1191.66118,0.504174718,0.217507099,0.008872511,0.002858304,0.002771596,1.20E-08,1.71E-13,2.28E-18,0.260685232,2.58E-20,0.00313053
957,736.9871477,864.0832113,221.8398743,0.989074095,91708682.4,3521.066788,1191.556335,0.473191273,0.212941614,0.009367232,0.003148708,0.002129089,7.53E-09,8.80E-14,9.57E-19,0.295665336,3.25E-20,0.003556741
455,733.3287012,800.4967843,347.9658235,0.997289087,97980614.24,3647.265935,1191.53531,0.466493147,0.198009444,0.035030137,0.01110712,0.000507455,4.34E-10,1.23E-15,1.00E-20,0.285418998,4.67E-19,0.003433699
85,703.98546,842.6751851,253.1717611,0.99573491,85612998.06,3460.680593,1189.660617,0.460964449,0.203762936,0.022654443,0.007519799,0.000807758,1.10E-09,4.95E-15,2.07E-20,0.300671898,1.85E-19,0.003618717
801,669.1500286,891.9967309,205.1784286,0.995625186,73046627.91,3306.09345,1189.170124,0.449856503,0.203152019,0.020765592,0.007051532,0.000824363,1.17E-09,5.49E-15,2.40E-20,0.314562187,1.60E-19,0.003787802
847,808.4546442,700.3554958,241.9426056,0.958237051,112869980.5,3712.271478,1183.810395,0.485815844,0.217538356,0.003025419,0.001034183,0.008467548,1.10E-07,4.78E-12,1.93E-16,0.280744795,1.00E-20,0.003373745
831,654.7643211,783.9174599,245.7028226,0.99715434,74511668.08,3304.518083,1183.523073,0.441885407,0.194915994,0.033090071,0.011151503,0.000524941,4.65E-10,1.37E-15,1.00E-20,0.314642507,3.30E-19,0.003789577
821,832.7230865,690.2640265,298.909857,0.977020776,123866311.5,3870.832937,1179.35675,0.496659341,0.21747468,0.006486979,0.002196033,0.004602376,3.10E-08,6.95E-13,1.45E-17,0.269344936,1.00E-20,0.003235623
646,787.7892735,668.1802375,234.4771031,0.967616707,109735244.4,3656.853397,1178.590003,0.482804071,0.216613104,0.004269788,0.00148429,0.006494925,6.31E-08,2.05E-12,6.18E-17,0.284908945,1.00E-20,0.003424814
29,825.4805295,765.5037351,283.2000674,0.999856798,111656318.9,3753.563759,1178.577794,0.488729112,0.211038278,0.012117491,0.004054318,2.93E-05,7.91E-09,3.45E-12,0.002965828,0.277728958,1.00E-20,0.003336687
737,842.6149407,765.4293995,334.4366521,0.984527639,124607664.6,3948.021175,1177.974465,0.500090024,0.216031853,0.010119307,0.003392992,0.003074375,1.36E-08,2.01E-13,2.76E-18,0.264119038,1.90E-20,0.003172397
768,833.0373903,898.8142097,252.1838077,0.942802599,105036139.6,3771.980785,1175.753163,0.487459513,0.217577705,0.002577965,0.000898846,0.011760394,2.01E-07,1.15E-11,6.13E-16,0.276404969,1.00E-20,0.003320408
749,763.1074225,675.909494,201.4727197,0.961171972,100650747.8,3540.555696,1175.525983,0.474038613,0.215647173,0.003562809,0.001266891,0.007791305,9.07E-08,3.53E-12,1.28E-16,0.294155887,1.00E-20,0.003537231
1048,876.9813031,894.5569899,239.9502655,0.993369722,98605457.57,3680.309903,1172.353014,0.481827712,0.203539383,0.012516337,0.004170853,0.001470917,7.89E-09,3.47E-12,0.009590726,0.283480834,1.00E-20,0.00340323
780,843.3496864,875.1891,213.2290308,0.9944919,92268118.15,3570.839605,1171.482548,0.474629076,0.203068148,0.012248583,0.004144387,0.001211127,7.82E-09,3.46E-12,0.00917048,0.29202073,1.00E-20,0.00350746
739,863.14561,635.5088554,294.4460785,0.951593547,128694242.4,3917.415817,1170.344262,0.497215222,0.218505185,0.00362287,0.001263266,0.009929748,1.36E-07,6.22E-12,2.66E-16,0.266266348,1.00E-20,0.003197224
874,883.1898346,616.6128585,260.0653218,0.995925339,117067228.3,3733.628113,1169.067247,0.485294051,0.20419508,0.01342242,0.004497879,0.000897356,7.98E-09,3.47E-12,0.008879366,0.279459187,1.00E-20,0.003354652
479,783.198602,803.2153701,214.2028622,0.95170094,97406396.31,3599.580134,1166.616819,0.47681181,0.215800269,0.003450311,0.001252601,0.00978384,1.34E-07,6.18E-12,2.65E-16,0.289421747,1.00E-20,0.003479288
979,869.6191176,718.6800044,307.4654925,0.955150999,126628457.8,3955.446611,1166.475394,0.499610118,0.21850763,0.004295682,0.001507635,0.009179877,1.12E-07,4.64E-12,1.78E-16,0.263732442,1.00E-20,0.003166503
264,888.6594881,875.2092391,271.1323427,0.993674112,104447859.3,3765.971553,1166.42887,0.486614955,0.20404158,0.014101753,0.004745605,0.00138973,7.99E-09,3.47E-12,0.008698173,0.277082338,1.00E-20,0.003325859
492,735.2037003,860.9814125,269.6335645,0.991298997,89697293.39,3566.474648,1165.314439,0.47058569,0.206505043,0.019089689,0.006745237,0.001669893,3.92E-09,3.10E-14,2.29E-19,0.291892979,4.40E-20,0.003511465
776,830.4809296,647.3216251,229.3845178,0.994863936,104032900.4,3588.633991,1164.124683,0.475107604,0.203459958,0.013868534,0.004798907,0.001106577,7.87E-09,3.47E-12,0.007653013,0.290515362,1.00E-20,0.003490037
1054,891.524474,829.0987858,271.2875208,0.901467139,114415226.7,3895.437045,1163.143763,0.488451124,0.216919209,0.0018633,0.000670567,0.020994653,5.88E-07,5.56E-11,4.91E-15,0.267885228,1.00E-20,0.00321533
417,820.4019653,849.2737097,227.2678613,0.998392868,92181733.02,3568.195517,1163.138564,0.474161013,0.203761389,0.014037828,0.004888581,0.000344017,7.88E-09,3.47E-12,0.007162938,0.292134227,1.00E-20,0.003509999
814,869.2461808,671.2022445,291.00299,0.971184066,123666084.2,3880.909292,1163.043084,0.495748859,0.21444154,0.006742421,0.002364142,0.006008866,4.74E-08,5.97E-12,0.002670625,0.268796184,1.00E-20,0.003227314
379,880.2533531,706.6561933,265.7579858,0.906776923,119353075.5,3866.144674,1162.586744,0.487546624,0.216874938,0.001990532,0.000718718,0.019760756,5.20E-07,4.62E-11,3.83E-15,0.269868251,1.00E-20,0.003239661
510,896.6021985,865.4332048,273.2265924,0.987687663,105729902.1,3787.263933,1162.302729,0.487256729,0.203956833,0.013685478,0.004653698,0.002713721,9.80E-09,3.50E-12,0.008868241,0.275558109,1.00E-20,0.003307182
482,675.7028703,827.0341786,320.2198716,0.99658413,77172651.1,3442.358029,1161.493082,0.446427009,0.189151111,0.043135826,0.014883058,0.00062424,5.63E-10,1.71E-15,1.00E-20,0.30214084,2.11E-19,0.003637916
387,650.464026,766.5220372,213.483394,0.994243968,70223131.22,3255.622489,1158.464467,0.441500935,0.197336678,0.026986956,0.009911351,0.001070689,1.64E-09,8.51E-15,4.12E-20,0.319346921,7.37E-20,0.003846468
49,695.2443522,899.6923311,338.5478562,0.996013619,78697313.66,3519.697748,1157.602556,0.453026776,0.190692193,0.041877862,0.014521415,0.000733097,7.45E-10,2.57E-15,1.00E-20,0.295590617,1.62E-19,0.003558039
0,854.6047122,778.6622922,200.5596344,0.982581796,96027855.91,3571.235933,1157.352157,0.47425201,0.203476473,0.009734034,0.003443028,0.003880616,1.99E-08,3.70E-12,0.009667977,0.292038744,1.00E-20,0.003507099
633,844.9071457,610.2973593,269.5428894,0.988310448,111659577.6,3700.85139,1156.266776,0.480457795,0.203487335,0.016162829,0.005661738,0.002484596,7.99E-09,3.47E-12,0.006592716,0.281768721,1.00E-20,0.003384262
549,846.5253132,751.8865483,239.7336987,0.986165964,101348787.8,3643.321426,1155.909133,0.477896047,0.203728349,0.0133184,0.004700946,0.002992553,1.16E-08,3.53E-12,0.0077009,0.286225096,1.00E-20,0.003437697
852,880.1935782,684.8640724,285.596503,0.98702449,114838293.5,3792.046458,1155.704726,0.486741126,0.204213099,0.015116655,0.005254383,0.00280401,1.00E-08,3.50E-12,0.007426401,0.275141345,1.00E-20,0.003302971
128,706.825643,750.3771178,293.1332427,0.993725102,87041740.26,3506.673971,1154.760924,0.459553519,0.198230662,0.029981116,0.010744622,0.001177536,1.86E-09,9.96E-15,4.98E-20,0.296741269,7.11E-20,0.003571274
966,630.0436697,707.7474516,320.7212204,0.997364861,69249884.05,3304.164049,1154.432216,0.427554785,0.179094017,0.055279872,0.019257056,0.000467803,3.14E-10,7.19E-16,1.00E-20,0.314556537,2.75E-19,0.003789931
862,771.1248228,782.3669488,213.5688195,0.992725788,87342790.91,3474.476982,1153.212251,0.46615358,0.203806655,0.014845923,0.005417853,0.001503044,9.07E-09,1.22E-11,0.004881243,0.299787161,1.00E-20,0.00360453
481,821.5795633,804.8918351,266.7807366,0.998028045,99550705.54,3667.591671,1152.247724,0.480431391,0.205696744,0.015430141,0.005530416,0.00041126,1.03E-08,2.43E-11,0.004862964,0.284222185,1.00E-20,0.003414888
182,881.3154284,609.007253,250.5906176,0.981288496,114581460.6,3729.663371,1151.179683,0.484182818,0.205176315,0.011174192,0.003976727,0.004116432,2.10E-08,3.73E-12,0.008267068,0.279748217,1.00E-20,0.003358211
709,768.4995065,818.5312948,206.9537252,0.986847364,83787303.43,3456.825525,1150.915228,0.463920895,0.203059069,0.014790107,0.005441133,0.00272226,9.58E-09,1.13E-11,0.005137801,0.3013058,1.00E-20,0.003622926
895,872.7962172,758.0675092,278.7841722,0.984767188,108816967.7,3771.570626,1150.230982,0.485604688,0.20464948,0.01438184,0.005104813,0.003281869,1.32E-08,3.56E-12,0.007052714,0.276603702,1.00E-20,0.003320881
989,811.0481047,616.1087914,241.0852238,0.987049286,102093910,3585.274517,1149.241671,0.472429119,0.20253971,0.01609533,0.005829258,0.002727523,9.33E-09,3.49E-12,0.006184932,0.290700861,1.00E-20,0.003493256
553,889.267081,818.9550627,224.6901456,0.975056475,100812638,3688.386773,1149.208944,0.481947874,0.20531337,0.008444127,0.003039171,0.005598918,3.85E-08,4.25E-12,0.009347339,0.282913355,1.00E-20,0.003395807
326,784.5823839,829.8039145,225.7515011,0.998921726,87850304.9,3518.490768,1149.195733,0.470506315,0.204684601,0.014680215,0.005395765,0.000223852,1.13E-08,4.20E-11,0.004851518,0.29609824,1.00E-20,0.003559481
778,732.4916398,710.9178401,202.3824587,0.972886998,89850350.31,3465.84978,1148.907794,0.467301727,0.211795601,0.008385486,0.003213885,0.005334838,3.60E-08,8.31E-13,1.79E-17,0.30035504,1.00E-20,0.003613388
249,825.1281812,658.5675728,228.1006303,0.970581472,105255607.1,3640.265931,1148.387897,0.479180456,0.209778176,0.007778786,0.002884298,0.006208116,4.74E-08,4.56E-12,0.004358307,0.286371292,1.00E-20,0.003440521
657,826.3894109,891.0045991,240.722116,0.929960867,97863554.44,3721.097388,1148.075378,0.481453708,0.215712587,0.003500706,0.001329712,0.014481216,2.56E-07,1.55E-11,8.73E-16,0.280156025,1.00E-20,0.003365791
384,893.6938602,893.9957711,333.4746955,0.997501388,111048731.6,3922.410756,1147.997177,0.496066974,0.207044983,0.016060525,0.005684143,0.000530011,1.31E-08,7.58E-11,0.005368214,0.266051895,1.00E-20,0.003193241
568,838.138246,632.4457643,276.6106198,0.996971746,110878825.2,3712.398443,1147.892224,0.483314413,0.205751081,0.015312455,0.00552939,0.000636508,1.25E-08,6.53E-11,0.005219285,0.280863136,1.00E-20,0.003373719
515,874.812794,681.5897216,309.2173348,0.986576241,116836849.1,3841.118304,1147.775482,0.489220546,0.205131692,0.016295551,0.005797903,0.00284631,1.17E-08,4.41E-11,0.005843325,0.271603895,1.00E-20,0.003260766
745,851.9460159,837.5351188,244.0364145,0.982042012,97381995.28,3669.166255,1147.529772,0.479655744,0.204682276,0.012392316,0.004490578,0.003881977,1.84E-08,3.66E-12,0.007250966,0.284232626,1.00E-20,0.003413499
897,821.2804614,662.1173272,338.3084915,0.981737235,119626783.8,3882.870493,1146.593615,0.492554893,0.211338798,0.015249532,0.00557211,0.003596299,1.53E-08,2.22E-13,3.01E-18,0.26846278,1.11E-20,0.003225573
811,744.1294109,630.2076429,234.3077178,0.978755605,97721072.91,3540.975416,1146.58387,0.471780447,0.21054685,0.011553202,0.004391005,0.004156431,2.13E-08,3.74E-13,6.12E-18,0.294035276,1.00E-20,0.003536767
610,801.6528261,878.3123848,242.1666888,0.993700838,87231990.44,3564.827952,1146.336248,0.471424246,0.2022823,0.017085983,0.006248339,0.001318807,9.04E-09,3.50E-12,0.005801002,0.292326048,1.00E-20,0.003513266
632,798.3692112,790.9815646,204.4886222,0.92121356,93924414.08,3589.661311,1146.052517,0.471333051,0.214380712,0.00302178,0.001172407,0.016313696,3.27E-07,2.25E-11,1.44E-15,0.290289083,1.00E-20,0.003488942
701,818.3463046,795.1914987,307.0483097,0.974658406,110216029.7,3831.935246,1146.01266,0.491044504,0.213511033,0.011027775,0.00409069,0.005038526,3.00E-08,6.10E-13,1.16E-17,0.272019009,1.00E-20,0.003268432
304,715.0543238,710.455183,219.1020893,0.98329793,86862495.41,3443.881693,1145.826734,0.463552116,0.207831035,0.014147526,0.005414377,0.003228582,1.30E-08,1.80E-13,2.32E-18,0.302189959,1.04E-20,0.003636391
83,744.1588814,776.760274,345.4696823,0.991918181,95049701.31,3670.4573,1142.862372,0.469890705,0.19833744,0.031660329,0.011511197,0.001525476,2.81E-09,1.78E-14,1.05E-19,0.28366282,4.42E-20,0.003412032
673,848.5366656,862.3444468,206.9091911,0.871110193,92614385.56,3659.265983,1142.467038,0.467990496,0.213185025,0.001858351,0.00073009,0.027825677,9.35E-07,1.08E-10,1.16E-14,0.28498671,1.00E-20,0.003422715
542,873.0005768,813.8807004,240.4683103,0.901116068,104290962.7,3776.104008,1142.1932,0.480181106,0.214128736,0.002651168,0.001020473,0.021283685,5.32E-07,4.90E-11,0.001144932,0.276272483,1.00E-20,0.003316885
511,678.2074425,761.2379399,273.4227607,0.993044101,76980841.95,3398.751962,1141.999041,0.449548371,0.194542964,0.032686072,0.012216664,0.001292252,2.09E-09,1.17E-14,6.05E-20,0.306029091,4.95E-20,0.003684584
783,639.4790736,828.878245,208.2936751,0.992633477,62590324.64,3214.974897,1141.936661,0.436860136,0.195028266,0.028522812,0.010999749,0.00136415,2.40E-09,1.45E-14,8.18E-20,0.32332982,3.98E-20,0.003895064
394,836.2316262,854.6986444,208.6412656,0.898551916,93046945.83,3645.736345,1141.768892,0.471366895,0.213301321,0.002476193,0.000968459,0.021663854,5.60E-07,5.30E-11,0.000797016,0.285990317,1.00E-20,0.003435383
1005,883.3460103,666.7642188,233.5992872,0.865002872,110811868.5,3774.210332,1141.712618,0.474370985,0.213845998,0.001865681,0.000727039,0.029415741,1.03E-06,1.23E-10,1.38E-14,0.276454956,1.00E-20,0.003318574
207,863.8323683,892.7085892,314.5765432,0.953776087,111974702.3,3943.098273,1141.647529,0.497116318,0.216400881,0.006788572,0.002555073,0.009427774,1.01E-07,3.68E-12,1.26E-16,0.264534876,1.00E-20,0.003176407
168,841.9051398,661.3528231,223.3537696,0.986588636,97189618.38,3555.311989,1140.518357,0.469105142,0.197916351,0.017034221,0.006235441,0.002956711,1.04E-08,3.53E-12,0.00993973,0.293289615,1.00E-20,0.003522778
1039,855.6006965,670.3142097,251.9594839,0.978231819,107306446.5,3698.329112,1140.461223,0.481303873,0.205444453,0.012057889,0.0044664,0.004688547,2.55E-08,3.84E-12,0.006645071,0.282007147,1.00E-20,0.003386594
101,853.3690228,699.6455301,221.9902672,0.972786723,101912281,3634.640552,1140.046666,0.477641004,0.205739089,0.009383181,0.003511827,0.005948491,4.12E-08,4.33E-12,0.007391615,0.28693883,1.00E-20,0.003445922
336,755.5374712,723.0209608,315.370066,0.987932688,98908056.74,3669.446149,1139.33446,0.474398449,0.203484906,0.023734534,0.008865299,0.002313219,6.24E-09,5.80E-14,5.02E-19,0.283790592,2.07E-20,0.003412995
570,861.3877473,852.0458523,269.8863611,0.961205766,104455812,3799.600436,1138.761156,0.488359844,0.21162673,0.00769983,0.002910771,0.008188012,7.56E-08,5.48E-11,0.003403245,0.274515142,1.00E-20,0.00329635
636,691.422051,897.2189067,254.8921918,0.990099707,73020646.37,3416.75091,1138.341179,0.454923456,0.199196733,0.025946587,0.009923949,0.001865214,4.20E-09,3.26E-14,2.36E-19,0.30447885,2.57E-20,0.003665207
58,801.5465961,858.2623252,205.2172553,0.979790686,83525153.25,3502.884975,1137.547507,0.467446452,0.203145512,0.012646553,0.004812585,0.004305316,2.17E-08,4.94E-11,0.006573302,0.297494876,1.00E-20,0.003575382
641,824.3645984,734.6551527,234.1884849,0.921845988,102925979.9,3696.16745,1137.448516,0.478253122,0.214788341,0.003807074,0.001497651,0.01622817,3.01E-07,1.92E-11,1.15E-15,0.282036856,1.00E-20,0.003388485
651,896.7446293,823.9363637,208.7378836,0.993443089,88359014.75,3550.811141,1137.26324,0.468351596,0.19230259,0.018375716,0.00661255,0.001541668,9.40E-09,5.36E-11,0.015379997,0.293908479,1.00E-20,0.003527393
102,796.5210716,759.5749177,278.8886317,0.969837746,103875111.6,3730.784242,1137.004367,0.484090218,0.212476919,0.010671553,0.004108453,0.005995309,4.04E-08,9.40E-13,2.04E-17,0.279300525,1.00E-20,0.003356982
91,808.1065313,686.3836713,346.8762417,0.982762193,114021539.3,3853.062463,1136.685025,0.488370962,0.20808569,0.019243165,0.007198865,0.003365854,1.26E-08,1.63E-13,1.96E-18,0.270484956,1.14E-20,0.003250495
37,718.9083229,610.3665541,290.2834862,0.989495924,93283358.65,3535.043798,1136.555714,0.463241925,0.199891647,0.026773085,0.010147395,0.001988783,4.63E-09,3.72E-14,2.79E-19,0.294414514,2.43E-20,0.003542646
761,838.4139792,685.1161243,264.0498492,0.981119477,104352945.4,3686.169164,1136.310005,0.479148087,0.203943723,0.015114482,0.005655041,0.003998046,1.81E-08,1.18E-11,0.005880044,0.282862837,1.00E-20,0.003397722
996,899.5297763,898.6103516,315.0702594,0.978687299,106908079.6,3898.820923,1135.84453,0.492515903,0.205838544,0.014612091,0.005375888,0.004577952,2.30E-08,1.72E-10,0.006181438,0.267685588,1.00E-20,0.003212572
799,858.2302799,850.4169537,270.0405777,0.974784037,100600562.4,3753.930974,1135.775319,0.484661449,0.206959876,0.011958814,0.004496367,0.005367149,3.21E-08,3.30E-11,0.005378496,0.277841373,1.00E-20,0.003336445
67,751.5355339,873.707191,217.5774241,0.964418007,84301252.91,3526.582008,1135.272715,0.470408465,0.211706041,0.00859463,0.003411099,0.007059541,5.69E-08,1.59E-12,4.13E-17,0.29526895,1.00E-20,0.003551219
680,760.9540309,890.6457806,319.0696277,0.986138631,91099184.36,3687.078272,1133.672051,0.475558906,0.203616948,0.023419763,0.008887335,0.002663378,7.93E-09,8.17E-14,7.85E-19,0.282456972,1.55E-20,0.003396689
712,732.6259314,894.3432954,259.5856927,0.983041849,82078693.07,3537.306738,1133.547992,0.467858001,0.205504687,0.018380412,0.007158339,0.003269932,1.21E-08,1.56E-13,1.87E-18,0.294288206,1.00E-20,0.00354041
140,865.6817047,816.5841825,232.3811703,0.966007201,97664869.98,3681.010048,1132.538206,0.479998023,0.206439322,0.008950215,0.003423816,0.007442669,6.08E-08,5.06E-12,0.006965548,0.283377797,1.00E-20,0.00340255
931,744.557003,712.1836978,287.0768774,0.984410926,94487101.79,3602.874588,1132.059125,0.471088939,0.204342131,0.020995512,0.008112571,0.002999299,1.00E-08,1.16E-13,1.26E-18,0.288985518,1.17E-20,0.00347602
267,714.7330426,791.0305292,314.8748772,0.990688544,84543301.02,3548.509077,1132.014618,0.460794603,0.195974572,0.032400411,0.012276622,0.001746089,3.47E-09,2.40E-14,1.54E-19,0.293278501,2.92E-20,0.003529199
734,836.996911,846.9430668,258.6649335,0.961179409,98856912.31,3730.703708,1131.325875,0.483349178,0.210558357,0.008779527,0.003414773,0.008108599,7.11E-08,2.77E-11,0.002952199,0.279480139,1.00E-20,0.003357157
40,863.7662468,810.4951991,266.5561349,0.912782735,106649373.5,3828.949368,1130.500169,0.485047932,0.215232953,0.004086038,0.001623065,0.018317644,3.59E-07,2.45E-11,1.56E-15,0.272420919,1.00E-20,0.003271089
398,886.9632007,697.0745031,342.5698708,0.950073396,127248918.4,4033.857296,1130.473813,0.500905752,0.215877088,0.008093981,0.003122896,0.010220395,1.08E-07,3.99E-12,1.37E-16,0.258674776,1.00E-20,0.003105004
399,856.4405828,606.9393528,243.3204211,0.897814428,112098202.1,3760.58681,1130.408511,0.478595853,0.214423547,0.003312504,0.001328908,0.02166615,5.09E-07,4.16E-11,3.17E-15,0.277342001,1.00E-20,0.003330528
873,785.6610541,692.1345957,213.5357366,0.935004967,96256027.79,3581.811202,1130.163596,0.471777024,0.21330689,0.005179426,0.002098556,0.013272823,1.94E-07,9.80E-12,4.63E-16,0.290868533,1.00E-20,0.003496555
491,790.0220069,878.4285915,200.8811327,0.974451108,80354641.48,3485.921839,1130.046674,0.466028455,0.204147411,0.011793841,0.004631437,0.005390688,3.24E-08,1.64E-10,0.005525746,0.298889643,1.00E-20,0.003592746
109,830.5845698,875.7446918,274.5193875,0.945067221,100873891.3,3790.563833,1129.773544,0.486403869,0.214529731,0.006818155,0.002698124,0.011206299,1.33E-07,5.52E-12,2.13E-16,0.27503956,1.00E-20,0.003304129
942,794.8833091,859.7499854,327.0658698,0.979742312,99913052.48,3788.691727,1129.39172,0.484339885,0.207609057,0.018601253,0.007162502,0.003956896,1.67E-08,2.44E-13,3.33E-18,0.275024709,1.00E-20,0.003305681
982,761.3658846,772.5821821,301.6074453,0.982519894,95720126.96,3665.73841,1129.322445,0.475537914,0.205244021,0.020405291,0.007913154,0.003380078,1.24E-08,1.58E-13,1.87E-18,0.28410307,1.00E-20,0.003416459
38,800.8195448,895.1466432,298.838721,0.971386827,97469454.98,3765.972165,1129.202356,0.484974315,0.210828558,0.013300523,0.005197166,0.005664665,3.41E-08,7.12E-13,1.39E-17,0.276709106,1.00E-20,0.003325632
328,739.0163782,630.2895071,220.3022585,0.969085797,92486604.8,3498.200249,1129.178167,0.467514629,0.209715156,0.011047842,0.004454853,0.006080203,4.07E-08,9.47E-13,2.06E-17,0.29760728,1.00E-20,0.003579996
925,893.4552795,791.2636868,253.3183481,0.961176641,104721987.3,3772.180533,1128.894472,0.485292727,0.207143433,0.008721261,0.003349313,0.008560989,7.76E-08,5.78E-12,0.006965208,0.2766466,1.00E-20,0.003320392
488,845.1912109,722.4366908,208.7116793,0.959975238,96778756.28,3600.609688,1128.821324,0.474131724,0.206348941,0.007942199,0.003110671,0.008746982,8.28E-08,6.06E-12,0.006626472,0.289614465,1.00E-20,0.003478464
69,854.3392512,602.0228378,286.7759228,0.935888422,119520887.7,3858.572769,1128.738249,0.489593437,0.215214231,0.006047235,0.002392862,0.013215716,1.83E-07,8.81E-12,3.96E-16,0.270290379,1.00E-20,0.003245957
308,838.7429559,717.8919047,324.5348969,0.964418738,115627561.2,3894.962225,1127.374674,0.492945829,0.212816396,0.011643203,0.004544422,0.007133417,5.24E-08,1.34E-12,3.21E-17,0.267701079,1.00E-20,0.003215601
687,875.6269525,618.6108115,294.9507795,0.97239212,116510235.8,3828.544839,1127.223714,0.488157066,0.206489997,0.013356304,0.005110139,0.005878533,3.60E-08,6.91E-11,0.005237172,0.272499278,1.00E-20,0.003271473
334,875.7951868,835.7750631,318.927346,0.941453713,114141187.6,3962.978414,1127.082622,0.496039966,0.215522737,0.007159816,0.00281502,0.012045665,1.48E-07,6.36E-12,2.54E-16,0.263256145,1.00E-20,0.003160504
621,735.6564476,882.2574766,294.1400782,0.985300565,83692097.92,3584.142628,1127.053296,0.4679155,0.201762763,0.024141778,0.009420731,0.002808931,8.55E-09,9.06E-14,8.96E-19,0.290456124,1.24E-20,0.003494164
806,631.3784631,723.0685826,217.1272356,0.991293115,63020570.67,3197.52257,1126.245179,0.432799313,0.191311008,0.032346006,0.012972696,0.001600626,2.98E-09,1.94E-14,1.17E-19,0.325054047,2.51E-20,0.003916301
