,T_in (K),P_in (Pa),Conversion,F_in (mol/s),Heat Duty (W),F_out (mol/s),T_out (K),H2,H2O,CO2,CO,CH4
16,595.4909472268721,1139479.4833824935,0.9237923839143855,309,22304052.598126,447.5781272163578,1116.1078557061116,0.5200944130981945,0.3123232695546885,0.05569887242812703,0.09911344822150127,0.01276999669748875
17,610.5389535198021,1055735.3411982844,0.605196578438493,309,14231938.138416946,399.7887563949739,969.3417355956519,0.410531113636091,0.40185435605756614,0.06992816277638332,0.0436216117221215,0.07406475580783813
18,567.7638284658717,1104192.8365699,0.6316712361066916,309,15423564.312066134,403.75995504520375,982.1830664797362,0.42132086617212905,0.39290989441827534,0.06931461506163056,0.04803610748711049,0.06841851686085453
19,598.84096143839,1140509.8823160473,0.7160324437338819,309,16993615.676917348,416.41413618928226,1015.3542298760983,0.45401855327909146,0.36585744699505457,0.06712654880859097,0.061852293082664454,0.051145157834598554
20,685.5277373796068,1174043.3167639659,0.8367254747100483,309,18798583.457690094,434.5180908357073,1067.0893012202778,0.49485319341895984,0.3325275731481101,0.06158416324423274,0.08285306889803866,0.028182001290658492
21,557.935078482274,890076.4016334846,0.7106555923637282,309,17027490.328519378,415.60760848375924,994.2863237177077,0.45421912611419135,0.3653073257078979,0.06948721789628098,0.05877162071004506,0.052214709571584715
22,660.809736492381,1102260.4851002228,0.8185272870147697,309,18571518.722631782,431.78836268141544,1053.4892371322012,0.48968260843599626,0.3366068744787125,0.06315735788354541,0.07903203762873494,0.031521121573011006
23,514.8186675414715,884917.2790498438,0.9541867670708533,309,23906464.47562064,452.13728468982794,1122.301209033814,0.5295265198601271,0.30458099064023975,0.054688390245969,0.10360465416024951,0.0075994450934147905
24,563.4809888981554,906771.150829132,0.5359529279814785,309,13095977.219907854,389.40220882642177,933.4105242885714,0.3804062410886598,0.42697497542047813,0.07072795457029527,0.03251401078109144,0.08937681813947537
25,638.9923094758345,886551.7718061586,0.6207064866065443,309,13983809.685327979,402.1152426201816,962.170334453903,0.41851631339287737,0.39495462278934745,0.07120553109958477,0.044580097778622985,0.0707434349395674
26,607.2681423223532,916846.3067996344,0.6081597373146621,309,14154111.433096755,400.23323022639937,960.1600053626292,0.4129110364074542,0.3996827861735159,0.07102053216722606,0.04295840962527553,0.07342723562652821
27,652.8995883552583,1075929.2086906028,0.6519688602927057,309,14760643.088075785,406.80459867310583,987.5350403778342,0.4298157011269272,0.3858054103416962,0.06921753177403787,0.05099704897127561,0.06416430778606318
28,662.3385760020531,915361.9436914687,0.925762899196245,309,21136816.79398122,447.87370450863676,1097.8374756484293,0.5225943505491042,0.30993392919196827,0.0575153556845187,0.09752477391786418,0.012431590656544663
29,569.601550461139,904661.9081949799,0.853401959579213,309,20296881.584711384,437.01956356608196,1053.1628086127776,0.5024103872536462,0.32595844104147825,0.06303545552638909,0.08343699572707017,0.025158720451416313
30,547.4335154126785,998531.1270712004,0.8190427400106861,309,19868619.421430506,431.86568063080284,1045.5504313357383,0.49076587157387436,0.3355547111516562,0.06404843426042592,0.07820502094320954,0.03142596207083404
31,568.7368719314026,1018562.3995803184,0.9762962167207008,309,24526885.288449142,455.4537021373051,1172.2161635595921,0.532131570755023,0.30318389731380846,0.04982865449519407,0.11095255260272625,0.0039033248332483307
32,675.6330960641172,889849.1320845707,0.7453892487842089,309,16324822.425690548,420.8176569468314,1006.9741460949703,0.46689926318329944,0.3548615909191776,0.06835947235499581,0.06450180969591326,0.04537786384661377
33,608.8495284385154,849039.0373552758,0.9797075431510827,309,23893078.119973045,455.96540110186237,1162.4601879859622,0.5340601627292514,0.3014401195914162,0.05061515423451958,0.11054673504820443,0.0033378283966085352
34,647.710138844126,1013196.5495070625,0.7517519881936129,309,17021918.981579974,421.7720678582419,1019.4864094485064,0.46797564772533917,0.35418853651360005,0.06694340724892028,0.06674865812102473,0.04414375039111591
35,583.1225324129167,850753.5138735237,0.5387354735865711,309,12834464.679265266,389.81959066718565,930.0281547741738,0.3821626358865065,0.42542481854484954,0.07120986578709906,0.03245691043271031,0.08874576934883457
36,641.2468621431661,961684.4622694117,0.7076764278950092,309,16016483.176376922,415.1607338134513,999.085238215021,0.45242007611850044,0.36691211586451283,0.06888863080622688,0.058970069503271945,0.05280910770748801
37,589.0918102189912,1081986.3142245214,0.8042024031499866,309,19112450.071352504,429.6396301016979,1045.763494200727,0.48521129926252277,0.340209414988056,0.06405475775373272,0.0763451396551041,0.034179388340584496
38,529.3708367904387,996604.2350538586,0.8901714278571887,309,21917611.103505176,442.53498380777836,1081.0257419070138,0.5122691482470998,0.31823876073805724,0.05967539047344139,0.09120315989014133,0.018613540651260176
39,513.3988729052318,955512.3275221614,0.9009448157928144,309,22343050.525243647,444.15099199812215,1084.0034571722288,0.5156536885255004,0.31547090400244543,0.05924902613483229,0.09289977495924878,0.016726606377973213
40,576.8866957487669,1031243.6477323568,0.9624264282558825,309,23754007.008636184,453.37323386758237,1147.8620898307684,0.5298042373689406,0.30475551572246673,0.05217139497485119,0.10705318309778228,0.00621566883595928
41,698.347810171417,1041647.4868920073,0.5692845487449247,309,12275456.079702422,394.4019519409387,955.3738226457314,0.39483803669033424,0.4149849639726237,0.07007031473243362,0.03820126125374205,0.08190542335086638
42,634.7305816209312,986200.3547528785,0.5167964873690514,309,11877628.707309287,386.5287427345576,932.1071399298797,0.370638040763582,0.4353112420189684,0.06980864102631741,0.030483813374934474,0.09375826281619777
43,509.12711642710417,1176108.5962842684,0.5423829756115195,309,14237872.064671665,390.3667159709278,954.1514281932191,0.3816229283410682,0.426234205261516,0.06900362828352855,0.03521863570348085,0.08792060241040653
44,577.618185261138,878764.2872325784,0.6810614625978697,309,16096526.34243322,411.16848901888045,982.7697276898264,0.4430482424612671,0.37452975352821694,0.07035716039373031,0.05388823002891565,0.058176613587869984
45,627.9254897755989,1000791.4001229575,0.7330047569433429,309,16824537.2552159,418.9599831707015,1011.4587392069213,0.4613896842070119,0.3595808553057333,0.06773378164541918,0.0634996027638717,0.04779607607796381
46,569.4562874853732,1147863.450088939,0.6334700510757758,309,15496535.85650575,404.0297772905664,985.7386692709923,0.42174612675317974,0.39260869566661005,0.06897321370735333,0.04863305259838668,0.06803891127447022
47,541.5262568401935,1163108.3591790479,0.5955392221687318,309,15011217.78698117,398.34015295450973,972.9677103345498,0.4056094962526089,0.4060936946095846,0.06922280765466839,0.04292160230280921,0.07615239918032894
48,670.1629078290871,928628.8027565124,0.9718265757620419,309,22816109.31339376,454.78325599350626,1153.5541979626125,0.5323225035929469,0.3027501848486192,0.05151988681942692,0.10876124045231671,0.004646184286690236
49,653.123104834527,967429.0246928536,0.6914701105703703,309,15503149.004964482,412.72978621475556,993.6883450683245,0.4462312026020352,0.3720368694925433,0.06927567364639048,0.05639114221697958,0.056065112042051474
50,617.8956769094196,833841.747345015,0.7719735284747623,309,17594420.807433683,424.80529890041436,1011.9956632920532,0.4768037428617736,0.34663023984289265,0.06792455901821227,0.06838304952219214,0.04025840875492936
51,566.8746837370429,1067553.3428644498,0.5903791345932096,309,14466320.202377528,397.56613981818145,964.8086770299902,0.4040239850569346,0.4073126147171244,0.06990271068426893,0.04148659140152579,0.07727409814014631
52,626.5538848966207,1132222.4257956624,0.8751140703836512,309,20501728.269731987,440.27638018674764,1083.4904748067338,0.506772890202175,0.3228655298262051,0.05955229264751134,0.08953527594686131,0.021274011377247375
53,571.3459279408929,1141179.5885847306,0.771278734875263,309,18629052.745286863,424.70107986048953,1036.6044450017894,0.4736828319422244,0.34970782254483546,0.06507140245412463,0.07114695820426742,0.040390984854548145
54,683.123472792234,999265.6187431047,0.6351253041122935,309,13887904.430313807,404.278065246044,976.0047844820997,0.42356361242304796,0.3909052242496734,0.07008612821104898,0.047754985756457285,0.06769004935977237
55,673.2523428859668,1087044.8370264145,0.8162801327008509,309,18332201.042474363,431.45128953432766,1051.3474266639469,0.4890895537207829,0.3370642171168119,0.06340295986236154,0.07850689459988218,0.031936374700161564
56,590.7856972458449,975459.0824391267,0.622604586430009,309,14764588.325461427,402.39995759370134,969.7795722527716,0.4185484025854398,0.3950545107912736,0.07042204396341603,0.04563543281744553,0.07033960984242502
57,599.7207334176904,1144112.4393461966,0.5400766998091645,309,13025470.826447815,390.02077460057467,951.3075447498642,0.3807390991610854,0.42694760719548047,0.06917298430089765,0.03469823199514744,0.08844207734738917
58,675.267881948527,850352.5553265716,0.7539653610380713,309,16463654.95385793,422.10407378491067,1006.682160306709,0.47035314067211487,0.3519509203139905,0.06845650718923178,0.06552367765843461,0.043715754166228304
59,547.7282347032402,1098686.58441243,0.8768371704786204,309,21491041.979594618,440.53484520099306,1081.8267505493138,0.5075517894126899,0.3221865830001017,0.05971351848618183,0.08957993299707048,0.020968176103956106
60,548.2247449163013,853967.3723569071,0.8660447443389709,309,20795553.575491965,438.91598128004557,1054.6582810915706,0.5067418678098026,0.3223685247212385,0.06278430921742102,0.08521562322699841,0.022889675024539674
61,569.7140587847648,1011390.9770873289,0.5839527586565335,309,14216931.286908548,396.60218342768,958.5736096736844,0.4016091552273812,0.40926889111984144,0.07032159255646428,0.040123176742258904,0.07867718435405417
62,656.9056250140566,1123200.0567593102,0.7943450115463432,309,18063566.316045854,428.1610213611514,1044.6955506624088,0.48161464365434176,0.3432031795226712,0.06418377376866044,0.07497428277128462,0.03602412028304206
63,644.1218950006232,862103.2900384602,0.7346439418698048,309,16442506.025667282,419.2058609096707,1000.5754554030993,0.4633266933117996,0.3577488527456013,0.06902188430455303,0.06242779360180884,0.04747477603623725
64,558.9655033591915,876179.3883997425,0.9797294341336953,309,24576815.681416593,455.9686847492543,1165.648822342144,0.5337906181921152,0.3017108487692678,0.050338289001339534,0.11082604041579666,0.003334203621480905
65,610.7256587587128,1192236.8837839875,0.621024739569314,309,14748272.312881736,402.1629805645971,984.0793401329951,0.41626981705167615,0.3972232606863625,0.06882220711272119,0.04700902915646641,0.07067568599277378
66,632.0808825601746,817133.572382178,0.5075239363463694,309,11484112.971683955,385.1378600811554,915.7918614691306,0.367296721025933,0.43795176911992056,0.07079799287214768,0.02805096207285713,0.0959025549091416
67,674.0639781791588,944540.5928173964,0.5795609589210586,309,12698954.947948694,395.9434134673588,952.0960885990984,0.4001747032016945,0.41038868236909876,0.07083164224435316,0.038964985741386265,0.07963998644346723
68,523.0604429817821,1046844.4639932496,0.6905352029797723,309,17228642.46105289,412.58955007616584,999.3537044304265,0.44518681392711484,0.37301948882836333,0.0686129994866698,0.056926583294137655,0.05625411446371445
69,626.7842996783647,1194290.979666966,0.8408289493384669,309,19694634.08868101,435.13361202997004,1070.4990475534814,0.49597015007287437,0.33165479619849314,0.06119216838911342,0.08374802747155739,0.027434857867961623
70,586.7748126290049,1128106.3611290874,0.6189978728434156,309,14930473.603559582,401.85895055571234,979.2115553293942,0.41586461271850556,0.39748736152748954,0.0692889766721461,0.04625161325834774,0.07110743582351109
71,675.1463476022956,1012738.3080498978,0.8252528460986239,309,18419083.89580964,432.79719654399355,1049.4486926835202,0.49261559184992537,0.33407880369666026,0.06358811234009466,0.07943532613059488,0.030282165982724856
72,519.3440649711608,1110621.0608115168,0.7510206900191846,309,18753774.198789164,421.66237313207773,1026.485565483277,0.466884699595542,0.3552332209681081,0.06613835365258337,0.06745841735120188,0.044285308432564494
73,526.5308783321665,958939.3731973425,0.7102223991668646,309,17508649.313398957,415.54262950422975,999.791131639136,0.4533974294696264,0.36610080145246343,0.06883991727599967,0.05936079164734938,0.05230106015456096
74,619.4451452204703,840913.8234457485,0.7397106894199622,309,16839901.079547133,419.9658730421944,1000.5387951753507,0.46537953416924704,0.3560198114264745,0.06907374885899727,0.06304289447054916,0.04648401107473194
75,520.5011888600357,1127100.1931948785,0.5314184779376567,309,13799516.721569939,388.7220413198485,946.9858694431273,0.37676240043683135,0.4302817808035028,0.06916688275022612,0.033380854092214765,0.09040808191722491
76,508.9446553687737,1062668.0195408822,0.533969599186999,309,13920740.345649095,389.1047095072498,943.771144334979,0.3783765340137016,0.42885741119404086,0.06960833645263802,0.03333027804665176,0.08982744029296781
77,581.9311213542751,828495.9743005302,0.6585545519738433,309,15459519.934366653,407.7924524252765,970.5258224287504,0.4346549782395985,0.38141278047757876,0.07129667351161638,0.04983791555949899,0.06279765221170741
78,569.9115637970285,891001.0645423385,0.8320844381367758,309,19735702.65192355,433.82193534971634,1041.9984077541117,0.49597108350141783,0.3311326804142187,0.06441384002120538,0.0794528193784528,0.029029576684705214
79,563.8654998721466,825016.7636964145,0.9168279292297239,309,21944128.632361356,446.5334590136585,1081.9497977943622,0.5212681799977605,0.310757442631997,0.05929544332456538,0.09470930829456425,0.013969625751112892
80,546.9962827691805,880778.474960895,0.7279989415333135,309,17542916.376450256,418.20911085919704,999.7776755933866,0.4607183905408658,0.3599307110564135,0.06904887021770911,0.06152241326201244,0.04877961492299913
81,696.8742590534794,1143183.353146672,0.772668258024025,309,17047412.793189894,424.90950833280374,1037.3014893054976,0.4741428767833681,0.34933440889306216,0.06499609459547682,0.07140070982530941,0.040125909902783516
82,513.72362002801,816624.611393101,0.8843235066008609,309,21626954.88333897,441.65779561932914,1060.6638709119668,0.5124770128221554,0.3176942634538127,0.061963536192183116,0.08822161485864466,0.01964357267320413
83,537.6533926032342,1177551.5160067054,0.6227263756450464,309,15685379.657966247,402.41822597595706,983.7667861778546,0.4170813503235573,0.3965300248300089,0.06890270066044121,0.04717220577028606,0.07031371841570634
84,535.8202313563822,1137897.2257237495,0.8204716588928191,309,20252218.227867458,432.0800184631228,1057.0069675305924,0.4900106059799582,0.3363961322450782,0.06276075557605658,0.07967016355938564,0.031162342639521404
85,654.4400302555437,1183941.4677105309,0.9451808102504198,309,22332499.909240335,450.786391166763,1139.4922523327843,0.5249504096430191,0.30865996275828006,0.053184432511576854,0.10408460202623561,0.00912059306088842
86,695.3132900547976,1031610.9976354046,0.5650964602509075,309,12210529.237975294,393.77373866683615,953.1527453609226,0.39301502709742847,0.4165045716276121,0.070122230876626,0.037524394861110234,0.08283377553722332
87,556.8313373550855,1190720.5537535998,0.569343765823559,309,14268127.754694132,394.41083450273385,965.0815002768071,0.393872531056065,0.41595475260015996,0.06907834158657455,0.03920205655058893,0.08189231820661153
88,649.5205786726596,1058874.8501522555,0.6344049506699173,309,14388247.572260091,404.1700122296876,980.0408271273565,0.4227921422736875,0.3916270934855097,0.0696211756468701,0.04811776987885736,0.06784181871507523
89,500.43192221763604,999210.569096743,0.7948304312505887,309,19857186.621817045,428.2338343167883,1035.3740482922826,0.482855993002648,0.341991616545845,0.0652410529858186,0.07397835781041255,0.03593297965527568
90,649.8226395802599,1170352.3570528587,0.9630966466273791,309,23086497.67961325,453.47376662330686,1161.2888573663909,0.5288264816418596,0.3057699486846021,0.05096698581094266,0.10833314038546572,0.00610344347712994
91,535.562075440432,1171803.1027052877,0.5652217270018585,309,14417981.808755612,393.7925286794788,962.3901457208066,0.3921343536737937,0.41739433392136865,0.0691853911785449,0.03847995590184223,0.08280596532445055
92,665.5481369160345,873865.0714412242,0.9203747293976688,309,20853013.412287254,447.0654790388503,1089.570128639765,0.5216509489636421,0.31057456772340697,0.05844293174055494,0.09597356359261756,0.013357987979778394
93,530.1731950145644,1009587.3902307864,0.522163017712533,309,13335870.783059353,387.33372228607993,935.7532390809432,0.3730819542097799,0.4332706161006322,0.06976036813175263,0.03136278182292822,0.09252427973490696
94,574.6860762454813,817554.0559414126,0.6334903932329926,309,14975395.412124425,404.03282861414885,960.820299697566,0.42452473694942683,0.38983148749383284,0.07174315985252093,0.04586599435473304,0.0680346213494864
95,593.8307268060931,867641.230247769,0.8016584286124318,309,18657900.84468854,429.25803392106474,1026.868256452727,0.48642705652826185,0.3388384625171133,0.06622957113660685,0.07385065368637142,0.03465425613164658
96,659.6182675862934,1066147.5823835598,0.8138498322110104,309,18421062.99183286,431.08674446085155,1048.6832672223966,0.4884860153537755,0.3375207438041564,0.06370790607441042,0.07789913230709443,0.03238620246056323
97,662.2940320705986,1015424.2531898338,0.7748920404941002,309,17378201.768263113,425.243075703315,1028.6401572372783,0.47598918653105127,0.34762656634453337,0.06598672188700819,0.07069529861086117,0.03970222662654603
98,628.8324305193953,1129044.7661732428,0.5346645999229004,309,12516849.096234944,389.20895961763506,948.3298219319994,0.3782866094984424,0.42899896834003487,0.06919933899768939,0.033845628894155426,0.08966945426967797
99,593.0793205022136,1177335.5457250685,0.7703324178776645,309,18381080.47167067,424.5591323108497,1038.7614514762831,0.47307347404437555,0.3502581326871865,0.0648269405660396,0.0712697929540374,0.04057165974836098
100,540.565831403037,986392.5642214336,0.7693215741166115,309,18744159.849363342,424.4075057466917,1024.1430570180635,0.4743445746258748,0.3489239144154865,0.0664880880359533,0.06947863505491342,0.040764787867772045
101,548.1352928862852,853165.1373651442,0.5262010362461735,309,12996911.080072546,387.93942506612603,925.6331758180029,0.3761521144781804,0.43050280403128827,0.07096211442802296,0.030783815273592068,0.09159915178891626
102,545.9687617008688,1145245.398886561,0.5093502036109014,309,13016975.38645076,385.4118001708353,939.7207527824891,0.36602536474357156,0.43936154941019,0.0686712210415514,0.03046286101478939,0.09547900378989747
103,566.5533684946898,1073389.9972805062,0.7729697227807432,309,18635699.252935804,424.9547280463114,1032.3300455452688,0.4748224397690541,0.34867362980608946,0.06555957916919826,0.07087591650797233,0.04006843474768597
104,645.6279476853547,937659.9709366775,0.6506409695951513,309,14638771.884767422,406.60541506847267,976.8150692772239,0.43042870552598733,0.38510208434268944,0.0703886944153234,0.0496398410241706,0.06444067469182925
105,687.7302431891927,1129443.6691611947,0.6049569677133095,309,13315552.781320738,399.75281478619644,974.2203060342405,0.40989755887137375,0.40247104247814713,0.069398848916587,0.04411618000339229,0.0741163697304999
106,546.2790978821982,988579.0316171807,0.9706341935796604,309,24441155.180079687,454.60439866614905,1157.4214363858348,0.5315960886556914,0.3034117115924475,0.051194459907250356,0.10895301003559969,0.004844729809011125
107,563.6946028492766,1052501.599206395,0.7977943182493659,309,19233101.1662322,428.6784173666049,1040.8127609278574,0.4833576891283218,0.34167157123526953,0.06462020589133358,0.07497337101208852,0.03537716273298668
108,571.1449862308191,877080.1294776568,0.844112145042912,309,19995357.254117128,435.6260913856368,1046.1986035918196,0.4998620677022186,0.32795775017365575,0.06387984260054426,0.08146175167730935,0.02683858784627216
109,536.9670794893373,948639.433266363,0.9428698927908273,309,23343266.39129445,450.43975354782407,1116.301237790243,0.5264062257468536,0.3070761008861211,0.055431530003414414,0.10157375462141036,0.00951238874220063
110,595.3219491640498,931102.8407240873,0.77209765631368,309,18042922.60505044,424.823918076252,1020.6659011609356,0.4758292708033474,0.34761245043388034,0.06690226533423334,0.06942128311044497,0.04023473031809387
111,662.2662920298957,1151981.578687342,0.5120866712180058,309,11607662.888632696,385.82227031190087,941.185090148241,0.36732272027125384,0.43827123963115255,0.06868910088244243,0.03087145601101375,0.09484548320413742
112,653.2843037626674,946037.9574958412,0.6023271913588221,309,13475714.382367894,399.35834833302323,960.3457297977271,0.41015470557113554,0.40202856274944404,0.07080129372578611,0.04233198442728668,0.07468345352634777
113,500.715444818108,898404.6721625213,0.7367224255694917,309,18334152.101340935,419.51763346462377,1004.4960262361988,0.4637051584763667,0.35750335871192224,0.0685786309352693,0.06314494219356265,0.04706790968287917
114,660.4049474572096,1139355.2468882152,0.6276978961848014,309,14195517.874873722,403.16395405692026,983.0948812709563,0.4194191889048059,0.394536947307187,0.06911002753161267,0.047675021064305864,0.0692588151920885
115,656.0570324942701,1109520.3498950556,0.8699215556196228,309,19949373.42661276,439.49750297214337,1078.8920955077704,0.5054402790906946,0.32389622624650616,0.06008541656984616,0.08838026522131398,0.022197812871639126
116,530.7249761093294,995958.7169488552,0.9669926183018867,309,24468186.730346065,454.05816237448295,1151.6917197484881,0.5309337878841532,0.30387552517706906,0.051758745682221295,0.10797987843180157,0.005452062824755044
117,685.1626077825786,1127028.9316654932,0.7834279869352319,309,17436834.528248247,426.5234676694848,1040.4822816758287,0.4779292086321135,0.3462160367335585,0.06465465184495753,0.07311802240910803,0.03808208038026249
118,601.8941510117205,870809.2719840923,0.6898001927016593,309,15976206.895701675,412.47929853444884,985.1898559726613,0.44650638775339263,0.37165132338678064,0.07023285376193798,0.05520663953933175,0.0564027955585571
119,548.3482458484752,1181002.0100851972,0.8725737523436286,309,21489579.882753536,439.8953324807443,1085.7787432544335,0.5056419272164782,0.3238489215956464,0.05933327199584011,0.08945032797890401,0.02172555121313138
120,688.4931313509353,848517.8019110827,0.9764713679277877,309,22666153.579940174,455.4799748183682,1154.463944803961,0.5337302792829569,0.3015946880052093,0.05136866092341334,0.10943211275843864,0.003874259029981762
121,532.4132428072434,903711.290119027,0.8068574594580109,309,19604523.520557966,430.0378885479016,1032.2662338995751,0.4877524176496283,0.3378299746226631,0.06559675831676344,0.07513616504612643,0.03368468436481877
122,589.5715776004711,1111841.3333837953,0.796375489324272,309,18959396.12067912,428.4655930278408,1044.7074526786384,0.48238178345095095,0.3425605667089457,0.06418137713193485,0.07523318129268758,0.035643091415480964
123,562.8825902151002,847133.8610738484,0.7111205459626497,309,16907892.688515484,415.67735152359745,990.7281414290992,0.4548312048564158,0.3647255271188119,0.06991217509659238,0.05840903486225877,0.05212205806592116
124,606.1661863048905,1017137.3709090325,0.7656910120889613,309,17885684.138062857,423.8629214425442,1025.1644231058244,0.47280999253677997,0.35023142968168297,0.0663567053898659,0.069142303261348,0.04145956913032317
125,552.5007387091688,981422.4791521423,0.794045883424656,309,19175289.632632557,428.1161521428984,1033.6050372216,0.4827615107922899,0.34203795221006816,0.0654441008410914,0.07367613723338597,0.03608029892316463
126,514.4530200233604,915604.7231411027,0.8005927909330592,309,19692324.594183933,429.09818826915887,1030.7197727017176,0.4855743905380449,0.33962603723502427,0.06577914813318368,0.07416700105706109,0.034853423036686065
127,586.0404211503085,921832.4945447515,0.7991228541230387,309,18785116.045889072,428.8776977476558,1030.6583007913016,0.4850261442282767,0.3400844172518115,0.06578624641601859,0.07397479531410138,0.035128396789791905
128,650.9952389563919,995810.2113549458,0.9638912364383226,309,22811911.255090542,453.59295509494837,1146.694544548341,0.5303839282128029,0.3042559644259632,0.052255849364609384,0.10713380092336831,0.005970457073256161
129,557.8859025395383,905591.8219991903,0.9447237219611643,309,23070589.80095469,450.7178279233748,1113.9169022416697,0.5272518288037064,0.3063332323899421,0.0556422667399684,0.1015746315273309,0.009198040539052023
130,656.3348958329804,947288.116182172,0.9434361060845062,309,21855214.093583815,450.52468554187595,1116.739984776111,0.5265493508310488,0.30696436737379246,0.05538066533782462,0.1016892799505796,0.009416336506754447
131,535.9834762481953,1164451.1366438232,0.8070876309796762,309,19958864.090507638,430.07241427615145,1053.0710358668982,0.4854759557327124,0.3401204385883654,0.06323376827210399,0.0775279966464061,0.033641840760412135
132,613.010651982549,1183916.1658323002,0.7111760216433789,309,16756355.695114253,415.68567287570676,1016.4824171352413,0.45188941216003187,0.367670931996387,0.0669480602900437,0.06138059007458842,0.052111005478949056
133,553.8870836725298,1023374.6276323474,0.6596101608648125,309,16118550.569538604,407.95079375892186,986.5117417296683,0.43329852624567233,0.3828406236216893,0.06949904732545992,0.05178259392782144,0.06257920887935702
134,533.234018308573,821412.7221164214,0.9419183775170785,309,23109260.592481293,450.29702625676174,1102.2783781915816,0.5275013720453308,0.3059281747222488,0.0568528387803161,0.10004372936689578,0.009673885085208686
135,623.1100336343183,1150800.0152724998,0.8539738365536556,309,20017725.74291191,437.1053451122483,1073.7625189517664,0.5003398231766385,0.3280626875875837,0.06075674469648391,0.08578508603284542,0.025055658506448544
